Image Name,Latitude,Longitude
C:/users/tanuj/desktop/makers asylum/FINAL_TEST/IMG_20230402_112704286.jpg,15.594853972222223,73.83212897222222
C:/users/tanuj/desktop/makers asylum/FINAL_TEST/IMG_20230402_123916277.jpg,15.590638,73.826205
C:/users/tanuj/desktop/makers asylum/FINAL_TEST/IMG_20230402_182224880.jpg,15.606652972222221,73.83312497222222
C:/users/tanuj/desktop/makers asylum/FINAL_TEST/IMG_20230402_185305609.jpg,15.607132972222223,73.83358199999999
